Masks:1 SocialDist:1 LockDown:1 Vaccinations:1 Population:100000 Rebeliousness:1 InitialInfections:5 MinInfectionPeriod:11 AsymptomaticPeriod:3 
0,5,5
1,7,7
2,13,15
3,45,47
4,251,257
5,1471,1489
6,7981,8055
7,20330,20839
8,23341,26142
9,20059,27616
10,16217,28223
11,12748,28516
12,10606,28761
13,9218,29084
14,8294,29631
15,7381,30143
16,6228,30603
17,4486,30911
18,2384,31089
19,1115,31263
20,979,31695
21,2341,33395
22,7986,39364
23,15001,47428
24,14670,50573
25,10441,52305
26,6498,53454
27,3876,54540
28,3314,55767
29,3796,57532
30,5043,59919
31,5724,62022
32,4676,62922
33,2892,63251
34,1500,63419
35,764,63590
36,856,64096
37,2907,66355
38,10849,74628
39,17559,82634
40,14863,84779
41,9366,86056
42,5056,86815
43,2798,87640
44,2733,88845
45,3803,90839
46,5118,93179
47,5122,94686
48,3828,95317
49,2189,95553
50,1010,95666
51,539,95820
52,790,96353
53,3524,99253
54,13947,109987
55,19330,117004
56,14653,118520
57,8534,119348
58,3838,119862
59,1981,120527
60,2298,121709
61,3529,123604
62,4815,125790
63,4829,127176
64,3452,127667
65,1941,127826
66,854,127914
67,426,128065
68,893,128723
69,4651,132630
70,17040,145381
71,20325,150826
72,13751,151838
73,7468,152395
74,2774,152718
75,1287,153146
76,1585,153983
77,2809,155630
78,4435,157918
79,4858,159457
80,3586,159957
81,2011,160141
82,904,160212
83,444,160376
84,1074,161214
85,6140,166418
86,19576,180336
87,20633,184189
88,12796,184827
89,6370,185142
90,1746,185305
91,660,185510
92,770,185926
93,1515,186869
94,3129,188783
95,4747,191065
96,4489,192117
97,3012,192484
98,1676,192682
99,1149,193180
