Masks:0 SocialDist:0 LockDown:0 Vaccinations:0 Population:100000 Rebeliousness:0.5 InitialInfections:5 MinInfectionPeriod:11 AsymptomaticPeriod:3 
0,5,5
1,21,21
2,116,116
3,689,689
4,3846,3846
5,13892,13892
6,21713,21713
7,23633,23633
8,24099,24099
9,24203,24203
10,24273,24273
11,24340,24344
12,24494,24507
13,24655,24726
14,24576,24974
15,24145,26306
16,21105,29183
17,16451,31460
18,12811,32128
19,10519,32255
20,9282,32262
21,8647,32262
22,8280,32262
23,8014,32262
24,7799,32262
25,7538,32262
26,6796,32262
27,4972,32262
28,2892,32262
29,1533,32262
30,768,32262
31,414,32262
32,202,32262
33,107,32262
34,56,32262
35,27,32262
36,13,32262
37,6,32262
38,3,32262
39,2,32262
40,0,32262
41,0,32262
42,0,32262
43,0,32262
44,0,32262
45,0,32262
46,0,32262
47,0,32262
48,0,32262
49,0,32262
50,0,32262
51,0,32262
52,0,32262
53,0,32262
54,0,32262
55,0,32262
56,0,32262
57,0,32262
58,0,32262
59,0,32262
60,0,32262
61,0,32262
62,0,32262
63,0,32262
64,0,32262
65,0,32262
66,0,32262
67,0,32262
68,0,32262
69,0,32262
70,0,32262
71,0,32262
72,0,32262
73,0,32262
74,0,32262
75,0,32262
76,0,32262
77,0,32262
78,0,32262
79,0,32262
80,0,32262
81,0,32262
82,0,32262
83,0,32262
84,0,32262
85,0,32262
86,0,32262
87,0,32262
88,0,32262
89,0,32262
90,0,32262
91,0,32262
92,0,32262
93,0,32262
94,0,32262
95,0,32262
96,0,32262
97,0,32262
98,0,32262
99,0,32262
